"REF_DATE,""GEO";""",""DGU";"ID""";",""Month of death"",""Characteristics"",""UOM"",""UO";"M_ID"",""SCALAR_FACTOR"",""SCALAR_ID"",""VECTOR"",""COORDINATE"",""VALUE"",""STATUS"",""SYMBOL"",""TERMINATED"",""DECIMALS"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""18772"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""19118"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""19355"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""20494"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""20189"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""20783"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""21586"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""22015"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""22038"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216348"",""1.10.1"",""23617"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.8"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.8"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.8"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.6"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.6"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.5"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.5"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.6"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.5"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.9"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.9"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.8"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.9"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.6"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.8"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.8"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"September"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216349"",""1.10.2"",""7.7"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""16531"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""16737"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""17196"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""17274"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""17306"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""18001"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""17880"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""17730"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""18057"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""18299"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""18524"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""18414"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""19291"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""19204"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""18850"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""19652"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""19162"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""20135"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""20569"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""20937"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""20280"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""20786"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""20852"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""21771"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""22284"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""22952"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""22958"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""23882"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""24338"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216350"",""1.11.1"",""25580"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.5"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.5"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.3"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.2"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.5"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.3"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.1"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.2"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.2"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.5"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.5"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.2"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.6"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.1"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.6"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.7"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.3"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.3"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.6"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.2"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.4"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.5"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"October"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216351"",""1.11.2"",""8.3"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""16413"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""16349"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""16709"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""16981"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17244"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17784"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17536"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17672"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17741"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17898"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""17872"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""18733"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""18984"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""18507"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""18638"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""19126"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""19331"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""19905"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""20250"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""19997"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""20012"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""20380"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""20857"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""21977"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""21415"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""22349"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""23377"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""23639"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""24163"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216352"",""1.12.1"",""26638"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.3"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.4"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.1"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.1"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.1"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"November"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216353"",""1.12.2"",""8.2"","""","""","""",""1"""
